AU_ID,Rowid,Year,Figure,Breakdown,Dissaggregation,Indicator,Outcome,Measure,Source,Yearlab
187,5940,2012.25,0.27,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
188,5941,2012.5,-1.08,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
189,5942,2012.75,-0.86,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
190,5943,2013,0.45,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
191,5944,2013.25,0.63,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
192,5945,2013.5,0.81,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
193,5946,2013.75,0.44,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
194,5947,2014,0.75,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
195,5948,2014.25,0.27,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
196,5949,2014.5,0.36,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
197,5950,2014.75,0.85,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
198,5951,2015,0.96,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
199,5952,2015.25,0.33,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
200,5953,2015.5,-0.16,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
201,5954,2015.75,0.41,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
202,5955,2016,-1.12,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
203,5956,2016.25,-0.85,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
204,5957,2016.5,-1.44,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
205,5958,2016.75,-1.03,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
206,5959,2017,-0.83,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
207,5960,2017.25,-0.35,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
208,5961,2017.5,-0.35,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
209,5962,2017.75,-1.19,Total,Scotland,Economic participation,Fair work and business,Scotland's position on labour market participation by measuring the gap between Scotland's employment rate and the rate of the best performing one of the other three countries in the UK in percentage points.,Labour Force Survey,
